DATE_TIME,STATION,TOTAL_TRAFFIC
2017-05-10 12:00:00,34 ST-PENN STA,61413.800000002506
2017-03-13 12:00:00,34 ST-PENN STA,61374.5
2017-05-03 16:00:00,TIMES SQ-42 ST,61256.25
2017-04-27 12:00:00,34 ST-PENN STA,61242.75000000438
2017-03-29 16:00:00,TIMES SQ-42 ST,61200.0
2017-04-12 16:00:00,23 ST,61191.0
2017-03-03 08:00:00,34 ST-HERALD SQ,61057.0
2017-05-26 12:00:00,34 ST-HERALD SQ,61050.75
2017-04-11 16:00:00,TIMES SQ-42 ST,61034.5
2017-04-12 12:00:00,34 ST-PENN STA,60987.0
2017-05-11 16:00:00,TIMES SQ-42 ST,60945.0
2017-05-08 12:00:00,GRD CNTRL-42 ST,60906.192903995114
2017-04-07 16:00:00,TIMES SQ-42 ST,60899.833333333954
2017-05-16 16:00:00,TIMES SQ-42 ST,60831.5
2017-05-23 16:00:00,TIMES SQ-42 ST,60783.0
2017-03-10 08:00:00,34 ST-HERALD SQ,60709.0
2017-04-20 16:00:00,TIMES SQ-42 ST,60689.75
2017-04-18 12:00:00,34 ST-PENN STA,60607.462812960264
2017-05-04 16:00:00,TIMES SQ-42 ST,60601.83333333349
2017-03-17 20:00:00,GRD CNTRL-42 ST,60585.22792794478
2017-03-30 16:00:00,TIMES SQ-42 ST,60562.25
2017-05-03 12:00:00,34 ST-PENN STA,60395.5511363633
2017-04-26 16:00:00,TIMES SQ-42 ST,60379.75
2017-04-18 16:00:00,TIMES SQ-42 ST,60343.0
2017-05-12 16:00:00,14 ST-UNION SQ,60319.25
2017-04-14 12:00:00,GRD CNTRL-42 ST,60309.803571432945
2017-05-02 12:00:00,GRD CNTRL-42 ST,60293.416666666046
2017-04-25 12:00:00,34 ST-PENN STA,60222.25
2017-03-16 20:00:00,34 ST-PENN STA,60194.82
2017-05-19 16:00:00,TIMES SQ-42 ST,60119.75
2017-05-05 16:00:00,23 ST,60022.75
2017-03-01 16:00:00,14 ST-UNION SQ,59977.75
2017-04-28 16:00:00,TIMES SQ-42 ST,59939.25
2017-04-20 12:00:00,34 ST-PENN STA,59914.181731830475
2017-03-27 12:00:00,GRD CNTRL-42 ST,59895.75
2017-04-26 12:00:00,34 ST-PENN STA,59887.75
2017-04-28 16:00:00,14 ST-UNION SQ,59862.0
2017-05-31 16:00:00,TIMES SQ-42 ST,59792.0
2017-05-02 12:00:00,34 ST-PENN STA,59734.14204545412
2017-03-10 16:00:00,14 ST-UNION SQ,59710.5
2017-05-12 16:00:00,TIMES SQ-42 ST,59522.0
2017-05-31 12:00:00,34 ST-PENN STA,59412.75
2017-04-28 08:00:00,GRD CNTRL-42 ST,59155.3999999993
2017-05-17 16:00:00,14 ST-UNION SQ,59143.5
2017-04-06 12:00:00,34 ST-PENN STA,59076.75
2017-03-02 16:00:00,FULTON ST,59025.75
2017-04-07 16:00:00,14 ST-UNION SQ,59010.799999999814
2017-05-09 16:00:00,TIMES SQ-42 ST,58887.5
2017-04-17 12:00:00,34 ST-PENN STA,58863.90887334317
2017-03-15 12:00:00,34 ST-PENN STA,58862.75
2017-03-16 20:00:00,GRD CNTRL-42 ST,58858.21430511601
2017-05-04 12:00:00,GRD CNTRL-42 ST,58838.04146341463
2017-03-06 16:00:00,14 ST-UNION SQ,58719.375
2017-04-18 12:00:00,GRD CNTRL-42 ST,58657.99999999923
2017-04-24 12:00:00,34 ST-PENN STA,58631.25
2017-05-19 16:00:00,14 ST-UNION SQ,58590.5
2017-04-21 16:00:00,14 ST-UNION SQ,58570.0
2017-05-25 16:00:00,TIMES SQ-42 ST,58566.5714285695
2017-03-16 16:00:00,14 ST-UNION SQ,58526.5
2017-05-18 16:00:00,14 ST-UNION SQ,58471.0
2017-05-16 16:00:00,14 ST-UNION SQ,58465.666666666744
2017-04-25 16:00:00,TIMES SQ-42 ST,58418.25
2017-05-01 12:00:00,34 ST-PENN STA,58380.70588235278
2017-03-27 12:00:00,34 ST-PENN STA,58358.5
2017-05-08 12:00:00,34 ST-PENN STA,58303.25
2017-04-05 16:00:00,14 ST-UNION SQ,58229.0
2017-04-13 16:00:00,14 ST-UNION SQ,58224.5
2017-04-27 16:00:00,14 ST-UNION SQ,58223.0
2017-04-10 16:00:00,23 ST,58194.25
2017-05-10 16:00:00,14 ST-UNION SQ,58184.0
2017-05-02 16:00:00,TIMES SQ-42 ST,58171.25
2017-05-11 16:00:00,14 ST-UNION SQ,58081.0
2017-05-24 16:00:00,14 ST-UNION SQ,58047.5
2017-04-10 16:00:00,TIMES SQ-42 ST,58026.25
2017-04-04 16:00:00,TIMES SQ-42 ST,58023.25
2017-05-03 16:00:00,14 ST-UNION SQ,57999.5
2017-05-04 16:00:00,14 ST-UNION SQ,57844.5
2017-03-30 16:00:00,14 ST-UNION SQ,57768.08620689655
2017-05-30 16:00:00,TIMES SQ-42 ST,57664.25
2017-03-08 16:00:00,FULTON ST,57416.691724137934
2017-05-01 12:00:00,GRD CNTRL-42 ST,57410.95
2017-03-28 16:00:00,TIMES SQ-42 ST,57390.25
2017-04-14 08:00:00,34 ST-PENN STA,57376.75
2017-04-19 16:00:00,14 ST-UNION SQ,57315.5
2017-05-15 12:00:00,GRD CNTRL-42 ST,57311.359570662804
2017-04-17 16:00:00,23 ST,57297.5
2017-04-24 12:00:00,GRD CNTRL-42 ST,57288.650000000234
2017-03-15 20:00:00,GRD CNTRL-42 ST,57253.88978347586
2017-04-05 12:00:00,34 ST-PENN STA,57207.25
2017-03-15 16:00:00,TIMES SQ-42 ST,57154.75
2017-04-03 12:00:00,GRD CNTRL-42 ST,57061.386904760715
2017-03-13 12:00:00,GRD CNTRL-42 ST,57032.87252475247
2017-03-31 20:00:00,34 ST-PENN STA,56985.25
2017-03-13 16:00:00,TIMES SQ-42 ST,56967.0
2017-04-06 16:00:00,TIMES SQ-42 ST,56963.2
2017-03-29 16:00:00,14 ST-UNION SQ,56954.141304347824
2017-04-14 16:00:00,14 ST-UNION SQ,56943.5
2017-05-04 16:00:00,FULTON ST,56862.0
2017-05-26 08:00:00,GRD CNTRL-42 ST,56815.72623734773
2017-03-09 16:00:00,FULTON ST,56755.22810344827
2017-04-17 12:00:00,GRD CNTRL-42 ST,56722.80357142666
2017-05-18 16:00:00,FULTON ST,56704.75
2017-04-26 16:00:00,14 ST-UNION SQ,56702.75
2017-05-15 16:00:00,TIMES SQ-42 ST,56660.25
2017-04-20 16:00:00,14 ST-UNION SQ,56647.0
2017-05-02 16:00:00,14 ST-UNION SQ,56641.5
2017-03-07 08:00:00,23 ST,56613.38333334029
2017-03-17 12:00:00,34 ST-HERALD SQ,56533.5
2017-03-31 16:00:00,TIMES SQ-42 ST,56432.0
2017-04-27 16:00:00,FULTON ST,56396.5
2017-05-19 12:00:00,34 ST-HERALD SQ,56380.25
2017-04-04 12:00:00,34 ST-PENN STA,56309.125
2017-04-03 16:00:00,TIMES SQ-42 ST,56241.75
2017-03-16 16:00:00,FULTON ST,56235.25
2017-03-09 12:00:00,GRD CNTRL-42 ST,56096.4
2017-03-30 16:00:00,FULTON ST,56077.25
2017-05-23 16:00:00,14 ST-UNION SQ,56061.0
2017-05-31 16:00:00,14 ST-UNION SQ,56011.5
2017-04-12 16:00:00,14 ST-UNION SQ,55958.5
2017-04-10 16:00:00,14 ST-UNION SQ,55928.8
2017-04-18 16:00:00,14 ST-UNION SQ,55927.0
2017-04-14 16:00:00,TIMES SQ-42 ST,55925.5
2017-03-10 12:00:00,GRD CNTRL-42 ST,55920.7
2017-04-13 12:00:00,34 ST-HERALD SQ,55915.75
2017-03-02 08:00:00,23 ST,55908.75
2017-04-14 12:00:00,34 ST-HERALD SQ,55893.5
2017-03-01 08:00:00,23 ST,55886.25
2017-04-24 16:00:00,TIMES SQ-42 ST,55882.25
2017-05-08 16:00:00,TIMES SQ-42 ST,55773.0
2017-05-01 16:00:00,14 ST-UNION SQ,55635.0
2017-04-03 12:00:00,34 ST-PENN STA,55632.25
2017-05-09 16:00:00,14 ST-UNION SQ,55594.0
2017-04-25 16:00:00,FULTON ST,55587.5
2017-03-08 12:00:00,GRD CNTRL-42 ST,55582.65
2017-04-05 16:00:00,FULTON ST,55500.25
2017-04-11 16:00:00,14 ST-UNION SQ,55494.5
2017-04-17 16:00:00,TIMES SQ-42 ST,55472.5
2017-03-13 16:00:00,14 ST-UNION SQ,55455.0
2017-03-03 12:00:00,34 ST-PENN STA,55403.5
2017-05-02 16:00:00,FULTON ST,55332.0
2017-05-15 16:00:00,14 ST-UNION SQ,55330.5
2017-03-03 12:00:00,GRD CNTRL-42 ST,55314.5
2017-05-12 12:00:00,34 ST-HERALD SQ,55306.704545442015
2017-05-16 16:00:00,FULTON ST,55289.166666666744
2017-04-06 08:00:00,34 ST-HERALD SQ,55264.75
2017-03-29 16:00:00,FULTON ST,55258.75
2017-04-19 16:00:00,FULTON ST,55216.0
2017-05-17 20:00:00,34 ST-PENN STA,55214.61168384881
2017-05-11 16:00:00,FULTON ST,55192.5
2017-05-23 16:00:00,FULTON ST,55190.75
2017-04-25 20:00:00,GRD CNTRL-42 ST,55185.54999999977
2017-04-13 16:00:00,FULTON ST,55178.25
2017-05-17 16:00:00,FULTON ST,55172.25
2017-05-22 16:00:00,TIMES SQ-42 ST,55121.875
2017-05-03 16:00:00,FULTON ST,55048.25
2017-05-24 16:00:00,FULTON ST,54984.25
2017-03-08 08:00:00,23 ST,54969.383333325386
2017-03-06 16:00:00,FULTON ST,54902.25
2017-03-07 16:00:00,FULTON ST,54890.0
2017-05-09 16:00:00,FULTON ST,54854.75
2017-05-05 16:00:00,TIMES SQ-42 ST,54827.5
2017-05-08 16:00:00,14 ST-UNION SQ,54804.0
2017-04-24 16:00:00,14 ST-UNION SQ,54803.5
2017-03-17 16:00:00,FULTON ST,54801.75
2017-04-03 16:00:00,FULTON ST,54752.5
2017-04-03 16:00:00,14 ST-UNION SQ,54716.5
2017-05-18 12:00:00,23 ST,54642.25
2017-05-26 16:00:00,14 ST-UNION SQ,54608.5
2017-04-20 16:00:00,FULTON ST,54555.0
2017-03-10 12:00:00,34 ST-PENN STA,54549.5
2017-03-03 16:00:00,FULTON ST,54473.875
2017-04-14 16:00:00,23 ST,54471.75
2017-05-18 20:00:00,34 ST-PENN STA,54446.75
2017-04-07 12:00:00,34 ST-HERALD SQ,54424.25
2017-05-01 16:00:00,TIMES SQ-42 ST,54418.5
2017-03-29 20:00:00,34 ST-PENN STA,54417.75
2017-04-28 16:00:00,FULTON ST,54401.75
2017-05-10 16:00:00,FULTON ST,54306.5
2017-03-02 12:00:00,GRD CNTRL-42 ST,54275.2
2017-03-03 16:00:00,86 ST,54230.5
2017-03-28 16:00:00,FULTON ST,54221.83695652174
2017-05-18 12:00:00,34 ST-HERALD SQ,54214.0
2017-04-28 12:00:00,34 ST-HERALD SQ,54189.04999999411
2017-04-04 16:00:00,FULTON ST,54160.66666666666
2017-05-25 16:00:00,14 ST-UNION SQ,54153.3
2017-05-04 20:00:00,34 ST-PENN STA,54138.24999999997
2017-05-25 16:00:00,FULTON ST,54135.0
2017-04-13 20:00:00,34 ST-PENN STA,54107.5
2017-04-05 08:00:00,34 ST-HERALD SQ,54092.375
2017-03-16 12:00:00,23 ST,54074.19230769234
2017-04-21 16:00:00,FULTON ST,54059.75
2017-04-06 16:00:00,FULTON ST,54046.875
2017-03-16 08:00:00,34 ST-HERALD SQ,54035.5
2017-04-26 16:00:00,FULTON ST,54025.25
2017-03-09 12:00:00,34 ST-PENN STA,53998.5
2017-04-04 16:00:00,14 ST-UNION SQ,53970.0
2017-05-19 16:00:00,FULTON ST,53957.25
2017-04-07 16:00:00,FULTON ST,53926.5
2017-05-18 16:00:00,TIMES SQ-42 ST,53905.5
2017-03-09 08:00:00,23 ST,53854.383333325386
2017-03-30 08:00:00,34 ST-HERALD SQ,53848.75
2017-03-13 16:00:00,FULTON ST,53846.75
2017-05-30 16:00:00,14 ST-UNION SQ,53817.75
2017-04-27 12:00:00,23 ST,53804.5
2017-04-06 20:00:00,GRD CNTRL-42 ST,53767.553571432945
2017-03-17 12:00:00,23 ST,53752.968366321526
2017-05-03 20:00:00,GRD CNTRL-42 ST,53736.0
2017-03-09 16:00:00,86 ST,53733.5
2017-05-25 20:00:00,GRD CNTRL-42 ST,53714.742903994986
2017-05-17 12:00:00,34 ST-HERALD SQ,53710.5
2017-04-21 20:00:00,34 ST-PENN STA,53709.04999999605
2017-03-08 16:00:00,86 ST,53693.0
2017-03-01 16:00:00,FULTON ST,53686.25
2017-04-26 08:00:00,34 ST-HERALD SQ,53626.5
2017-03-07 16:00:00,86 ST,53624.75
2017-03-07 12:00:00,GRD CNTRL-42 ST,53613.15
2017-03-29 08:00:00,34 ST-HERALD SQ,53581.5
2017-04-24 16:00:00,FULTON ST,53557.75
2017-05-26 16:00:00,23 ST,53539.375
2017-03-28 20:00:00,GRD CNTRL-42 ST,53515.25
2017-05-08 16:00:00,FULTON ST,53494.5
2017-03-27 16:00:00,TIMES SQ-42 ST,53492.0
2017-04-19 20:00:00,GRD CNTRL-42 ST,53466.5
2017-03-17 16:00:00,42 ST-PORT AUTH,53422.96976743937
2017-03-02 16:00:00,86 ST,53359.0
2017-03-13 20:00:00,34 ST-PENN STA,53339.5
2017-03-31 12:00:00,34 ST-HERALD SQ,53324.375
2017-04-27 08:00:00,34 ST-HERALD SQ,53275.5
2017-04-25 16:00:00,14 ST-UNION SQ,53274.5
2017-04-11 12:00:00,34 ST-HERALD SQ,53220.25
2017-05-16 20:00:00,34 ST-PENN STA,53197.415807560144
2017-03-30 12:00:00,34 ST-HERALD SQ,53192.5
2017-05-01 16:00:00,FULTON ST,53167.5
2017-05-15 16:00:00,FULTON ST,53154.25
2017-05-25 08:00:00,34 ST-HERALD SQ,53146.0
2017-05-17 12:00:00,23 ST,53105.75
2017-03-28 16:00:00,14 ST-UNION SQ,53100.0
2017-03-06 08:00:00,23 ST,53084.75
2017-04-11 16:00:00,FULTON ST,53063.0
2017-05-25 12:00:00,34 ST-HERALD SQ,53013.0
2017-05-11 20:00:00,GRD CNTRL-42 ST,52989.4429039954
2017-04-10 16:00:00,FULTON ST,52986.25
2017-05-03 08:00:00,34 ST-HERALD SQ,52983.25
2017-05-12 16:00:00,FULTON ST,52980.5
2017-03-31 16:00:00,14 ST-UNION SQ,52970.0
2017-05-05 16:00:00,FULTON ST,52939.899999999994
2017-05-18 20:00:00,GRD CNTRL-42 ST,52928.192903995114
2017-05-04 20:00:00,GRD CNTRL-42 ST,52907.0
2017-04-20 20:00:00,34 ST-PENN STA,52900.484935067405
2017-04-18 16:00:00,FULTON ST,52899.5
2017-03-31 16:00:00,FULTON ST,52870.96428571362
2017-04-19 12:00:00,23 ST,52859.0
2017-03-17 16:00:00,86 ST,52857.0
2017-03-30 20:00:00,GRD CNTRL-42 ST,52846.803571432945
2017-05-30 16:00:00,FULTON ST,52821.25
2017-05-31 16:00:00,FULTON ST,52756.25
2017-04-05 12:00:00,23 ST,52753.5
2017-03-30 20:00:00,34 ST-PENN STA,52750.5
2017-04-12 12:00:00,34 ST-HERALD SQ,52710.5
2017-03-01 16:00:00,86 ST,52683.0
2017-03-15 16:00:00,14 ST-UNION SQ,52662.0
2017-03-06 16:00:00,86 ST,52653.5
2017-04-19 12:00:00,34 ST-HERALD SQ,52648.0
2017-04-27 12:00:00,34 ST-HERALD SQ,52595.5
2017-05-22 16:00:00,FULTON ST,52592.75
2017-05-17 08:00:00,34 ST-HERALD SQ,52584.75
2017-04-26 12:00:00,23 ST,52583.5
2017-05-04 12:00:00,34 ST-HERALD SQ,52581.5
2017-05-24 12:00:00,34 ST-HERALD SQ,52547.25
2017-05-25 20:00:00,34 ST-PENN STA,52529.25
2017-04-06 16:00:00,14 ST-UNION SQ,52525.5
2017-03-09 20:00:00,34 ST-PENN STA,52515.0
2017-03-01 12:00:00,GRD CNTRL-42 ST,52492.2
2017-05-01 08:00:00,34 ST-HERALD SQ,52473.0
2017-05-04 12:00:00,23 ST,52466.5
2017-04-25 08:00:00,34 ST-HERALD SQ,52451.173076922074
2017-05-02 08:00:00,34 ST-HERALD SQ,52442.25
2017-04-18 20:00:00,34 ST-PENN STA,52431.18912616596
2017-04-13 08:00:00,34 ST-HERALD SQ,52408.75
2017-03-28 08:00:00,34 ST-HERALD SQ,52386.25
2017-04-05 12:00:00,34 ST-HERALD SQ,52379.5
2017-04-10 12:00:00,34 ST-HERALD SQ,52358.66666666139
2017-03-29 12:00:00,34 ST-HERALD SQ,52341.25
2017-03-29 20:00:00,GRD CNTRL-42 ST,52331.0
2017-03-16 12:00:00,34 ST-HERALD SQ,52298.5
2017-05-04 08:00:00,34 ST-HERALD SQ,52285.25
2017-05-11 12:00:00,34 ST-HERALD SQ,52276.0
2017-05-18 08:00:00,34 ST-HERALD SQ,52264.25
2017-04-17 16:00:00,14 ST-UNION SQ,52199.0
2017-05-03 12:00:00,34 ST-HERALD SQ,52106.75
2017-04-12 20:00:00,34 ST-PENN STA,52045.25
2017-03-30 12:00:00,23 ST,52036.694444447756
2017-05-10 08:00:00,34 ST-HERALD SQ,52019.0
2017-05-16 08:00:00,34 ST-HERALD SQ,52017.5
2017-03-03 08:00:00,23 ST,51997.64285714307
2017-04-03 08:00:00,34 ST-HERALD SQ,51995.75
2017-04-12 16:00:00,FULTON ST,51952.0
2017-05-20 16:00:00,34 ST-PENN STA,51945.0
2017-04-26 12:00:00,34 ST-HERALD SQ,51937.5
2017-05-24 20:00:00,GRD CNTRL-42 ST,51903.55186758138
2017-03-03 16:00:00,42 ST-PORT AUTH,51900.5
2017-04-04 08:00:00,34 ST-HERALD SQ,51899.25
2017-03-02 12:00:00,34 ST-PENN STA,51866.5
2017-03-27 16:00:00,FULTON ST,51826.08695652174
2017-04-25 12:00:00,23 ST,51825.0
2017-04-10 08:00:00,34 ST-HERALD SQ,51823.08333333861
2017-05-11 12:00:00,23 ST,51820.5
2017-04-20 12:00:00,23 ST,51820.0
2017-03-10 16:00:00,FULTON ST,51816.75
2017-04-13 20:00:00,GRD CNTRL-42 ST,51812.803571432945
2017-04-19 08:00:00,34 ST-HERALD SQ,51802.625
2017-03-08 12:00:00,34 ST-PENN STA,51784.5
2017-03-17 08:00:00,34 ST-HERALD SQ,51778.25
2017-05-24 12:00:00,23 ST,51777.19047618529
2017-03-07 08:00:00,42 ST-PORT AUTH,51776.0
2017-03-10 16:00:00,86 ST,51747.0
2017-05-24 08:00:00,34 ST-HERALD SQ,51743.25
2017-04-20 08:00:00,34 ST-HERALD SQ,51699.661616161466
2017-05-19 12:00:00,23 ST,51694.75
2017-04-28 12:00:00,23 ST,51669.75
2017-04-06 12:00:00,23 ST,51666.74999999767
2017-03-15 16:00:00,FULTON ST,51662.25
2017-05-05 16:00:00,14 ST-UNION SQ,51655.5
2017-03-31 16:00:00,42 ST-PORT AUTH,51647.1
2017-04-06 12:00:00,34 ST-HERALD SQ,51626.75
2017-05-23 08:00:00,34 ST-HERALD SQ,51564.0
2017-05-17 20:00:00,GRD CNTRL-42 ST,51553.942903995114
2017-03-29 12:00:00,23 ST,51516.05211725831
2017-04-18 20:00:00,GRD CNTRL-42 ST,51501.5
2017-03-27 16:00:00,14 ST-UNION SQ,51491.880000000005
2017-04-12 08:00:00,34 ST-HERALD SQ,51470.25
2017-03-13 08:00:00,34 ST-HERALD SQ,51443.5
2017-04-21 12:00:00,34 ST-HERALD SQ,51437.41161616519
2017-05-09 20:00:00,GRD CNTRL-42 ST,51423.992903995175
2017-05-16 12:00:00,23 ST,51415.5
2017-05-23 12:00:00,34 ST-HERALD SQ,51412.75
2017-04-20 12:00:00,34 ST-HERALD SQ,51403.786616161466
2017-05-11 20:00:00,34 ST-PENN STA,51357.75
2017-05-02 20:00:00,GRD CNTRL-42 ST,51346.75
2017-03-16 16:00:00,86 ST,51323.5
2017-04-05 20:00:00,GRD CNTRL-42 ST,51286.60357142666
2017-05-22 08:00:00,34 ST-HERALD SQ,51262.75
2017-05-10 12:00:00,23 ST,51262.5
2017-05-03 12:00:00,23 ST,51248.19047618541
2017-05-10 12:00:00,34 ST-HERALD SQ,51230.5
2017-05-16 12:00:00,34 ST-HERALD SQ,51207.25
2017-03-09 08:00:00,TIMES SQ-42 ST,51176.0
2017-03-15 08:00:00,34 ST-HERALD SQ,51125.25
2017-05-19 20:00:00,34 ST-PENN STA,51067.25
2017-05-22 20:00:00,GRD CNTRL-42 ST,51054.98996281919
2017-05-11 08:00:00,34 ST-HERALD SQ,50939.25
2017-05-25 12:00:00,23 ST,50921.60714285867
2017-04-27 20:00:00,34 ST-PENN STA,50912.0
2017-04-19 20:00:00,34 ST-PENN STA,50895.24306578307
2017-05-09 12:00:00,23 ST,50893.0
2017-03-28 20:00:00,34 ST-PENN STA,50871.75
2017-05-02 12:00:00,34 ST-HERALD SQ,50851.5
2017-05-15 20:00:00,34 ST-PENN STA,50828.71993127148
2017-04-26 20:00:00,GRD CNTRL-42 ST,50777.79999999977
2017-05-09 20:00:00,34 ST-PENN STA,50768.74999999502
2017-05-10 20:00:00,GRD CNTRL-42 ST,50755.84290399517
2017-05-08 08:00:00,34 ST-HERALD SQ,50732.0
2017-03-11 16:00:00,34 ST-PENN STA,50714.5
2017-05-12 12:00:00,23 ST,50700.25
2017-04-11 08:00:00,34 ST-HERALD SQ,50698.5
2017-05-26 16:00:00,TIMES SQ-42 ST,50654.39285713853
2017-03-10 08:00:00,23 ST,50632.25
2017-03-10 16:00:00,42 ST-PORT AUTH,50599.0
2017-05-26 12:00:00,23 ST,50585.0
2017-05-30 08:00:00,34 ST-HERALD SQ,50568.75
2017-03-07 12:00:00,34 ST-PENN STA,50564.899999999994
2017-04-07 08:00:00,34 ST-HERALD SQ,50563.0
2017-04-04 12:00:00,23 ST,50536.0
2017-05-22 16:00:00,14 ST-UNION SQ,50517.0
2017-03-31 08:00:00,34 ST-HERALD SQ,50470.0
2017-03-07 08:00:00,TIMES SQ-42 ST,50466.0
2017-03-31 12:00:00,23 ST,50465.5
2017-05-02 20:00:00,34 ST-PENN STA,50446.89204545412
2017-03-08 08:00:00,TIMES SQ-42 ST,50385.0
2017-04-18 12:00:00,34 ST-HERALD SQ,50384.5
2017-03-28 12:00:00,34 ST-HERALD SQ,50380.25
2017-03-28 12:00:00,23 ST,50378.80211727321
2017-04-13 20:00:00,34 ST-HERALD SQ,50359.5
2017-03-02 08:00:00,42 ST-PORT AUTH,50346.0
2017-04-14 08:00:00,GRD CNTRL-42 ST,50345.80357142666
2017-03-01 12:00:00,34 ST-PENN STA,50328.0
2017-04-25 16:00:00,42 ST-PORT AUTH,50326.6
2017-03-06 12:00:00,GRD CNTRL-42 ST,50322.3
2017-04-27 20:00:00,GRD CNTRL-42 ST,50316.34999999837
2017-04-07 12:00:00,23 ST,50298.58333335351
2017-04-04 20:00:00,GRD CNTRL-42 ST,50291.803571427474
2017-03-17 20:00:00,34 ST-HERALD SQ,50224.73255827592
2017-03-27 08:00:00,34 ST-HERALD SQ,50221.375
2017-05-16 20:00:00,GRD CNTRL-42 ST,50149.392903995344
2017-05-05 08:00:00,34 ST-HERALD SQ,50143.0
2017-05-19 08:00:00,34 ST-HERALD SQ,50141.5
2017-05-05 12:00:00,34 ST-HERALD SQ,50134.0
2017-03-01 08:00:00,TIMES SQ-42 ST,50105.0
2017-05-18 16:00:00,86 ST,50087.5
2017-04-11 20:00:00,34 ST-PENN STA,50079.75
2017-03-02 16:00:00,42 ST-PORT AUTH,50032.0
2017-05-04 16:00:00,86 ST,50025.0
2017-03-02 08:00:00,TIMES SQ-42 ST,49996.0
2017-05-12 20:00:00,34 ST-PENN STA,49983.30000000028
2017-05-18 16:00:00,42 ST-PORT AUTH,49932.95
2017-04-28 08:00:00,34 ST-HERALD SQ,49886.15000000596
2017-05-23 12:00:00,23 ST,49875.97619047144
2017-04-18 08:00:00,34 ST-HERALD SQ,49866.5
2017-04-21 12:00:00,23 ST,49816.75
2017-05-24 20:00:00,34 ST-PENN STA,49758.5
2017-04-17 16:00:00,FULTON ST,49722.0
2017-03-04 16:00:00,34 ST-PENN STA,49593.5
2017-04-20 20:00:00,GRD CNTRL-42 ST,49574.250000001164
2017-05-08 12:00:00,23 ST,49558.5
2017-03-06 08:00:00,42 ST-PORT AUTH,49552.0
2017-04-07 16:00:00,42 ST-PORT AUTH,49543.5
2017-05-12 08:00:00,34 ST-HERALD SQ,49520.954545456916
2017-04-25 12:00:00,34 ST-HERALD SQ,49518.4230769258
2017-05-02 12:00:00,23 ST,49505.96428571432
2017-03-13 12:00:00,23 ST,49499.5
2017-04-06 20:00:00,34 ST-PENN STA,49498.83333333349
2017-04-12 20:00:00,GRD CNTRL-42 ST,49461.05357142666
2017-05-17 16:00:00,86 ST,49458.25
2017-04-28 20:00:00,34 ST-PENN STA,49457.71638655393
2017-03-08 08:00:00,42 ST-PORT AUTH,49431.0
2017-04-03 12:00:00,34 ST-HERALD SQ,49426.5
2017-05-12 16:00:00,86 ST,49402.0
2017-03-13 12:00:00,34 ST-HERALD SQ,49341.75
2017-05-24 16:00:00,86 ST,49319.0
2017-03-02 20:00:00,34 ST-PENN STA,49306.5
2017-03-06 08:00:00,TIMES SQ-42 ST,49278.0
2017-03-15 12:00:00,23 ST,49277.785714283586
2017-04-07 20:00:00,GRD CNTRL-42 ST,49270.30357142666
2017-05-31 08:00:00,34 ST-HERALD SQ,49260.0
2017-05-12 12:00:00,14 ST-UNION SQ,49249.0
2017-03-25 16:00:00,34 ST-PENN STA,49200.75
2017-05-22 12:00:00,34 ST-HERALD SQ,49196.75
2017-03-10 08:00:00,42 ST-PORT AUTH,49162.5
2017-04-21 12:00:00,14 ST-UNION SQ,49151.5
2017-03-16 20:00:00,34 ST-HERALD SQ,49134.0
2017-04-04 12:00:00,34 ST-HERALD SQ,49122.75
2017-03-17 12:00:00,14 ST-UNION SQ,49095.5
2017-04-05 20:00:00,34 ST-PENN STA,49040.0
2017-04-26 20:00:00,34 ST-PENN STA,49025.0
2017-03-09 08:00:00,42 ST-PORT AUTH,49012.0
2017-04-25 20:00:00,34 ST-PENN STA,49010.0
2017-03-06 12:00:00,34 ST-PENN STA,49005.5
2017-04-21 20:00:00,GRD CNTRL-42 ST,49004.49999999837
2017-03-15 20:00:00,34 ST-PENN STA,48995.25
2017-04-07 16:00:00,86 ST,48988.0
2017-05-22 12:00:00,23 ST,48945.25
2017-05-30 12:00:00,34 ST-HERALD SQ,48938.0
2017-04-22 16:00:00,34 ST-PENN STA,48928.25
2017-05-08 12:00:00,34 ST-HERALD SQ,48907.0
2017-03-27 20:00:00,GRD CNTRL-42 ST,48821.5
2017-05-10 16:00:00,86 ST,48814.5
2017-03-08 16:00:00,42 ST-PORT AUTH,48793.5
2017-03-17 20:00:00,14 ST-UNION SQ,48787.534883681576
2017-04-17 12:00:00,34 ST-HERALD SQ,48781.25
2017-05-16 16:00:00,86 ST,48779.25
2017-04-03 20:00:00,GRD CNTRL-42 ST,48748.30357142666
2017-03-15 16:00:00,86 ST,48746.0
2017-05-26 12:00:00,14 ST-UNION SQ,48740.5
2017-04-28 12:00:00,14 ST-UNION SQ,48724.5
2017-04-21 08:00:00,34 ST-HERALD SQ,48688.411616161466
2017-04-06 16:00:00,42 ST-PORT AUTH,48684.75
2017-04-24 12:00:00,23 ST,48659.5
2017-05-03 16:00:00,86 ST,48645.125
2017-04-07 20:00:00,34 ST-PENN STA,48639.06111108627
2017-05-23 20:00:00,34 ST-PENN STA,48621.5
2017-05-15 08:00:00,34 ST-HERALD SQ,48603.91666658857
2017-04-06 08:00:00,23 ST,48603.50000000233
2017-04-05 16:00:00,86 ST,48597.5
2017-04-03 12:00:00,23 ST,48589.66666670609
