DATE_TIME,STATION,TOTAL_TRAFFIC,date,time
3/28/17 8:00,34 ST-HERALD SQ,52386.25,3/28/17,8:00:00
4/5/17 12:00,34 ST-HERALD SQ,52379.5,4/5/17,12:00:00
4/10/17 12:00,34 ST-HERALD SQ,52358.66667,4/10/17,12:00:00
3/29/17 12:00,34 ST-HERALD SQ,52341.25,3/29/17,12:00:00
3/29/17 20:00,GRD CNTRL-42 ST,52331,3/29/17,20:00:00
3/16/17 12:00,34 ST-HERALD SQ,52298.5,3/16/17,12:00:00
5/4/17 8:00,34 ST-HERALD SQ,52285.25,5/4/17,8:00:00
5/11/17 12:00,34 ST-HERALD SQ,52276,5/11/17,12:00:00
5/18/17 8:00,34 ST-HERALD SQ,52264.25,5/18/17,8:00:00
4/17/17 16:00,14 ST-UNION SQ,52199,4/17/17,16:00:00
5/3/17 12:00,34 ST-HERALD SQ,52106.75,5/3/17,12:00:00
4/12/17 20:00,34 ST-PENN STA,52045.25,4/12/17,20:00:00
3/30/17 12:00,23 ST,52036.69444,3/30/17,12:00:00
5/10/17 8:00,34 ST-HERALD SQ,52019,5/10/17,8:00:00
5/16/17 8:00,34 ST-HERALD SQ,52017.5,5/16/17,8:00:00
3/3/17 8:00,23 ST,51997.64286,3/3/17,8:00:00
4/3/17 8:00,34 ST-HERALD SQ,51995.75,4/3/17,8:00:00
4/12/17 16:00,FULTON ST,51952,4/12/17,16:00:00
5/20/17 16:00,34 ST-PENN STA,51945,5/20/17,16:00:00
4/26/17 12:00,34 ST-HERALD SQ,51937.5,4/26/17,12:00:00
5/24/17 20:00,GRD CNTRL-42 ST,51903.55187,5/24/17,20:00:00
3/3/17 16:00,42 ST-PORT AUTH,51900.5,3/3/17,16:00:00
4/4/17 8:00,34 ST-HERALD SQ,51899.25,4/4/17,8:00:00
3/2/17 12:00,34 ST-PENN STA,51866.5,3/2/17,12:00:00
3/27/17 16:00,FULTON ST,51826.08696,3/27/17,16:00:00
4/25/17 12:00,23 ST,51825,4/25/17,12:00:00
4/10/17 8:00,34 ST-HERALD SQ,51823.08333,4/10/17,8:00:00
5/11/17 12:00,23 ST,51820.5,5/11/17,12:00:00
4/20/17 12:00,23 ST,51820,4/20/17,12:00:00
3/10/17 16:00,FULTON ST,51816.75,3/10/17,16:00:00
4/13/17 20:00,GRD CNTRL-42 ST,51812.80357,4/13/17,20:00:00
4/19/17 8:00,34 ST-HERALD SQ,51802.625,4/19/17,8:00:00
3/8/17 12:00,34 ST-PENN STA,51784.5,3/8/17,12:00:00
3/17/17 8:00,34 ST-HERALD SQ,51778.25,3/17/17,8:00:00
5/24/17 12:00,23 ST,51777.19048,5/24/17,12:00:00
3/7/17 8:00,42 ST-PORT AUTH,51776,3/7/17,8:00:00
3/10/17 16:00,86 ST,51747,3/10/17,16:00:00
5/24/17 8:00,34 ST-HERALD SQ,51743.25,5/24/17,8:00:00
4/20/17 8:00,34 ST-HERALD SQ,51699.66162,4/20/17,8:00:00
5/19/17 12:00,23 ST,51694.75,5/19/17,12:00:00
4/28/17 12:00,23 ST,51669.75,4/28/17,12:00:00
4/6/17 12:00,23 ST,51666.75,4/6/17,12:00:00
3/15/17 16:00,FULTON ST,51662.25,3/15/17,16:00:00
5/5/17 16:00,14 ST-UNION SQ,51655.5,5/5/17,16:00:00
3/31/17 16:00,42 ST-PORT AUTH,51647.1,3/31/17,16:00:00
4/6/17 12:00,34 ST-HERALD SQ,51626.75,4/6/17,12:00:00
5/23/17 8:00,34 ST-HERALD SQ,51564,5/23/17,8:00:00
5/17/17 20:00,GRD CNTRL-42 ST,51553.9429,5/17/17,20:00:00
3/29/17 12:00,23 ST,51516.05212,3/29/17,12:00:00
4/18/17 20:00,GRD CNTRL-42 ST,51501.5,4/18/17,20:00:00
3/27/17 16:00,14 ST-UNION SQ,51491.88,3/27/17,16:00:00
4/12/17 8:00,34 ST-HERALD SQ,51470.25,4/12/17,8:00:00
3/13/17 8:00,34 ST-HERALD SQ,51443.5,3/13/17,8:00:00
4/21/17 12:00,34 ST-HERALD SQ,51437.41162,4/21/17,12:00:00
5/9/17 20:00,GRD CNTRL-42 ST,51423.9929,5/9/17,20:00:00
5/16/17 12:00,23 ST,51415.5,5/16/17,12:00:00
5/23/17 12:00,34 ST-HERALD SQ,51412.75,5/23/17,12:00:00
4/20/17 12:00,34 ST-HERALD SQ,51403.78662,4/20/17,12:00:00
5/11/17 20:00,34 ST-PENN STA,51357.75,5/11/17,20:00:00
5/2/17 20:00,GRD CNTRL-42 ST,51346.75,5/2/17,20:00:00
3/16/17 16:00,86 ST,51323.5,3/16/17,16:00:00
4/5/17 20:00,GRD CNTRL-42 ST,51286.60357,4/5/17,20:00:00
5/22/17 8:00,34 ST-HERALD SQ,51262.75,5/22/17,8:00:00
5/10/17 12:00,23 ST,51262.5,5/10/17,12:00:00
5/3/17 12:00,23 ST,51248.19048,5/3/17,12:00:00
5/10/17 12:00,34 ST-HERALD SQ,51230.5,5/10/17,12:00:00
5/16/17 12:00,34 ST-HERALD SQ,51207.25,5/16/17,12:00:00
3/9/17 8:00,TIMES SQ-42 ST,51176,3/9/17,8:00:00
3/15/17 8:00,34 ST-HERALD SQ,51125.25,3/15/17,8:00:00
5/19/17 20:00,34 ST-PENN STA,51067.25,5/19/17,20:00:00
5/22/17 20:00,GRD CNTRL-42 ST,51054.98996,5/22/17,20:00:00
5/11/17 8:00,34 ST-HERALD SQ,50939.25,5/11/17,8:00:00
5/25/17 12:00,23 ST,50921.60714,5/25/17,12:00:00
4/27/17 20:00,34 ST-PENN STA,50912,4/27/17,20:00:00
4/19/17 20:00,34 ST-PENN STA,50895.24307,4/19/17,20:00:00
5/9/17 12:00,23 ST,50893,5/9/17,12:00:00
3/28/17 20:00,34 ST-PENN STA,50871.75,3/28/17,20:00:00
5/2/17 12:00,34 ST-HERALD SQ,50851.5,5/2/17,12:00:00
5/15/17 20:00,34 ST-PENN STA,50828.71993,5/15/17,20:00:00
4/26/17 20:00,GRD CNTRL-42 ST,50777.8,4/26/17,20:00:00
5/9/17 20:00,34 ST-PENN STA,50768.75,5/9/17,20:00:00
5/10/17 20:00,GRD CNTRL-42 ST,50755.8429,5/10/17,20:00:00
5/8/17 8:00,34 ST-HERALD SQ,50732,5/8/17,8:00:00
3/11/17 16:00,34 ST-PENN STA,50714.5,3/11/17,16:00:00
5/12/17 12:00,23 ST,50700.25,5/12/17,12:00:00
4/11/17 8:00,34 ST-HERALD SQ,50698.5,4/11/17,8:00:00
5/26/17 16:00,TIMES SQ-42 ST,50654.39286,5/26/17,16:00:00
3/10/17 8:00,23 ST,50632.25,3/10/17,8:00:00
3/10/17 16:00,42 ST-PORT AUTH,50599,3/10/17,16:00:00
5/26/17 12:00,23 ST,50585,5/26/17,12:00:00
5/30/17 8:00,34 ST-HERALD SQ,50568.75,5/30/17,8:00:00
3/7/17 12:00,34 ST-PENN STA,50564.9,3/7/17,12:00:00
4/7/17 8:00,34 ST-HERALD SQ,50563,4/7/17,8:00:00
4/4/17 12:00,23 ST,50536,4/4/17,12:00:00
5/22/17 16:00,14 ST-UNION SQ,50517,5/22/17,16:00:00
3/31/17 8:00,34 ST-HERALD SQ,50470,3/31/17,8:00:00
3/7/17 8:00,TIMES SQ-42 ST,50466,3/7/17,8:00:00
3/31/17 12:00,23 ST,50465.5,3/31/17,12:00:00
5/2/17 20:00,34 ST-PENN STA,50446.89205,5/2/17,20:00:00
3/8/17 8:00,TIMES SQ-42 ST,50385,3/8/17,8:00:00
4/18/17 12:00,34 ST-HERALD SQ,50384.5,4/18/17,12:00:00
3/28/17 12:00,34 ST-HERALD SQ,50380.25,3/28/17,12:00:00
3/28/17 12:00,23 ST,50378.80212,3/28/17,12:00:00
4/13/17 20:00,34 ST-HERALD SQ,50359.5,4/13/17,20:00:00
3/2/17 8:00,42 ST-PORT AUTH,50346,3/2/17,8:00:00
4/14/17 8:00,GRD CNTRL-42 ST,50345.80357,4/14/17,8:00:00
3/1/17 12:00,34 ST-PENN STA,50328,3/1/17,12:00:00
4/25/17 16:00,42 ST-PORT AUTH,50326.6,4/25/17,16:00:00
3/6/17 12:00,GRD CNTRL-42 ST,50322.3,3/6/17,12:00:00
4/27/17 20:00,GRD CNTRL-42 ST,50316.35,4/27/17,20:00:00
4/7/17 12:00,23 ST,50298.58333,4/7/17,12:00:00
4/4/17 20:00,GRD CNTRL-42 ST,50291.80357,4/4/17,20:00:00
3/17/17 20:00,34 ST-HERALD SQ,50224.73256,3/17/17,20:00:00
3/27/17 8:00,34 ST-HERALD SQ,50221.375,3/27/17,8:00:00
5/16/17 20:00,GRD CNTRL-42 ST,50149.3929,5/16/17,20:00:00
5/5/17 8:00,34 ST-HERALD SQ,50143,5/5/17,8:00:00
5/19/17 8:00,34 ST-HERALD SQ,50141.5,5/19/17,8:00:00
5/5/17 12:00,34 ST-HERALD SQ,50134,5/5/17,12:00:00
3/1/17 8:00,TIMES SQ-42 ST,50105,3/1/17,8:00:00
5/18/17 16:00,86 ST,50087.5,5/18/17,16:00:00
4/11/17 20:00,34 ST-PENN STA,50079.75,4/11/17,20:00:00
3/2/17 16:00,42 ST-PORT AUTH,50032,3/2/17,16:00:00
5/4/17 16:00,86 ST,50025,5/4/17,16:00:00
3/2/17 8:00,TIMES SQ-42 ST,49996,3/2/17,8:00:00
5/12/17 20:00,34 ST-PENN STA,49983.3,5/12/17,20:00:00
5/18/17 16:00,42 ST-PORT AUTH,49932.95,5/18/17,16:00:00
4/28/17 8:00,34 ST-HERALD SQ,49886.15,4/28/17,8:00:00
5/23/17 12:00,23 ST,49875.97619,5/23/17,12:00:00
4/18/17 8:00,34 ST-HERALD SQ,49866.5,4/18/17,8:00:00
4/21/17 12:00,23 ST,49816.75,4/21/17,12:00:00
5/24/17 20:00,34 ST-PENN STA,49758.5,5/24/17,20:00:00
4/17/17 16:00,FULTON ST,49722,4/17/17,16:00:00
3/4/17 16:00,34 ST-PENN STA,49593.5,3/4/17,16:00:00
4/20/17 20:00,GRD CNTRL-42 ST,49574.25,4/20/17,20:00:00
5/8/17 12:00,23 ST,49558.5,5/8/17,12:00:00
3/6/17 8:00,42 ST-PORT AUTH,49552,3/6/17,8:00:00
4/7/17 16:00,42 ST-PORT AUTH,49543.5,4/7/17,16:00:00
5/12/17 8:00,34 ST-HERALD SQ,49520.95455,5/12/17,8:00:00
4/25/17 12:00,34 ST-HERALD SQ,49518.42308,4/25/17,12:00:00
5/2/17 12:00,23 ST,49505.96429,5/2/17,12:00:00
3/13/17 12:00,23 ST,49499.5,3/13/17,12:00:00
4/6/17 20:00,34 ST-PENN STA,49498.83333,4/6/17,20:00:00
4/12/17 20:00,GRD CNTRL-42 ST,49461.05357,4/12/17,20:00:00
5/17/17 16:00,86 ST,49458.25,5/17/17,16:00:00
4/28/17 20:00,34 ST-PENN STA,49457.71639,4/28/17,20:00:00
3/8/17 8:00,42 ST-PORT AUTH,49431,3/8/17,8:00:00
4/3/17 12:00,34 ST-HERALD SQ,49426.5,4/3/17,12:00:00
5/12/17 16:00,86 ST,49402,5/12/17,16:00:00
3/13/17 12:00,34 ST-HERALD SQ,49341.75,3/13/17,12:00:00
5/24/17 16:00,86 ST,49319,5/24/17,16:00:00
3/2/17 20:00,34 ST-PENN STA,49306.5,3/2/17,20:00:00
3/6/17 8:00,TIMES SQ-42 ST,49278,3/6/17,8:00:00
3/15/17 12:00,23 ST,49277.78571,3/15/17,12:00:00
4/7/17 20:00,GRD CNTRL-42 ST,49270.30357,4/7/17,20:00:00
5/31/17 8:00,34 ST-HERALD SQ,49260,5/31/17,8:00:00
5/12/17 12:00,14 ST-UNION SQ,49249,5/12/17,12:00:00
3/25/17 16:00,34 ST-PENN STA,49200.75,3/25/17,16:00:00
5/22/17 12:00,34 ST-HERALD SQ,49196.75,5/22/17,12:00:00
3/10/17 8:00,42 ST-PORT AUTH,49162.5,3/10/17,8:00:00
4/21/17 12:00,14 ST-UNION SQ,49151.5,4/21/17,12:00:00
3/16/17 20:00,34 ST-HERALD SQ,49134,3/16/17,20:00:00
4/4/17 12:00,34 ST-HERALD SQ,49122.75,4/4/17,12:00:00
3/17/17 12:00,14 ST-UNION SQ,49095.5,3/17/17,12:00:00
4/5/17 20:00,34 ST-PENN STA,49040,4/5/17,20:00:00
4/26/17 20:00,34 ST-PENN STA,49025,4/26/17,20:00:00
3/9/17 8:00,42 ST-PORT AUTH,49012,3/9/17,8:00:00
4/25/17 20:00,34 ST-PENN STA,49010,4/25/17,20:00:00
3/6/17 12:00,34 ST-PENN STA,49005.5,3/6/17,12:00:00
4/21/17 20:00,GRD CNTRL-42 ST,49004.5,4/21/17,20:00:00
3/15/17 20:00,34 ST-PENN STA,48995.25,3/15/17,20:00:00
4/7/17 16:00,86 ST,48988,4/7/17,16:00:00
5/22/17 12:00,23 ST,48945.25,5/22/17,12:00:00
5/30/17 12:00,34 ST-HERALD SQ,48938,5/30/17,12:00:00
4/22/17 16:00,34 ST-PENN STA,48928.25,4/22/17,16:00:00
5/8/17 12:00,34 ST-HERALD SQ,48907,5/8/17,12:00:00
3/27/17 20:00,GRD CNTRL-42 ST,48821.5,3/27/17,20:00:00
5/10/17 16:00,86 ST,48814.5,5/10/17,16:00:00
3/8/17 16:00,42 ST-PORT AUTH,48793.5,3/8/17,16:00:00
3/17/17 20:00,14 ST-UNION SQ,48787.53488,3/17/17,20:00:00
4/17/17 12:00,34 ST-HERALD SQ,48781.25,4/17/17,12:00:00
5/16/17 16:00,86 ST,48779.25,5/16/17,16:00:00
4/3/17 20:00,GRD CNTRL-42 ST,48748.30357,4/3/17,20:00:00
3/15/17 16:00,86 ST,48746,3/15/17,16:00:00
5/26/17 12:00,14 ST-UNION SQ,48740.5,5/26/17,12:00:00
4/28/17 12:00,14 ST-UNION SQ,48724.5,4/28/17,12:00:00
4/21/17 8:00,34 ST-HERALD SQ,48688.41162,4/21/17,8:00:00
4/6/17 16:00,42 ST-PORT AUTH,48684.75,4/6/17,16:00:00
4/24/17 12:00,23 ST,48659.5,4/24/17,12:00:00
5/3/17 16:00,86 ST,48645.125,5/3/17,16:00:00
4/7/17 20:00,34 ST-PENN STA,48639.06111,4/7/17,20:00:00
5/23/17 20:00,34 ST-PENN STA,48621.5,5/23/17,20:00:00
5/15/17 8:00,34 ST-HERALD SQ,48603.91667,5/15/17,8:00:00
4/6/17 8:00,23 ST,48603.5,4/6/17,8:00:00
4/5/17 16:00,86 ST,48597.5,4/5/17,16:00:00
4/3/17 12:00,23 ST,48589.66667,4/3/17,12:00:00
5/9/17 12:00,34 ST-HERALD SQ,48588.5,5/9/17,12:00:00
5/25/17 16:00,42 ST-PORT AUTH,48582.15,5/25/17,16:00:00
4/28/17 16:00,42 ST-PORT AUTH,48552.25,4/28/17,16:00:00
5/31/17 12:00,34 ST-HERALD SQ,48551.75,5/31/17,12:00:00
5/15/17 20:00,GRD CNTRL-42 ST,48536.4429,5/15/17,20:00:00
3/3/17 20:00,34 ST-PENN STA,48505,3/3/17,20:00:00
3/16/17 20:00,23 ST,48490.44231,3/16/17,20:00:00
5/23/17 20:00,GRD CNTRL-42 ST,48476.13996,5/23/17,20:00:00
5/15/17 12:00,23 ST,48405,5/15/17,12:00:00
4/11/17 20:00,GRD CNTRL-42 ST,48370.05357,4/11/17,20:00:00
3/31/17 20:00,GRD CNTRL-42 ST,48339.30357,3/31/17,20:00:00
4/19/17 16:00,86 ST,48335,4/19/17,16:00:00
3/9/17 16:00,42 ST-PORT AUTH,48318.5,3/9/17,16:00:00
5/5/17 16:00,42 ST-PORT AUTH,48314.45,5/5/17,16:00:00
5/17/17 12:00,14 ST-UNION SQ,48310,5/17/17,12:00:00
5/1/17 12:00,23 ST,48298.25,5/1/17,12:00:00
3/13/17 16:00,86 ST,48293,3/13/17,16:00:00
5/2/17 16:00,86 ST,48290,5/2/17,16:00:00
5/30/17 20:00,GRD CNTRL-42 ST,48281.85,5/30/17,20:00:00
4/13/17 16:00,42 ST-PORT AUTH,48277.95,4/13/17,16:00:00
4/24/17 20:00,GRD CNTRL-42 ST,48277,4/24/17,20:00:00
3/16/17 8:00,23 ST,48276.95673,3/16/17,8:00:00
4/28/17 20:00,34 ST-HERALD SQ,48266.35,4/28/17,20:00:00
4/24/17 8:00,34 ST-HERALD SQ,48246.75,4/24/17,8:00:00
3/2/17 8:00,86 ST,48245.5,3/2/17,8:00:00
5/23/17 16:00,86 ST,48228,5/23/17,16:00:00
5/12/17 20:00,34 ST-HERALD SQ,48227.95455,5/12/17,20:00:00
5/19/17 16:00,42 ST-PORT AUTH,48200.45,5/19/17,16:00:00
5/10/17 20:00,34 ST-PENN STA,48173.05,5/10/17,20:00:00
3/9/17 16:00,59 ST COLUMBUS,48141,3/9/17,16:00:00
5/11/17 16:00,86 ST,48111,5/11/17,16:00:00
3/27/17 20:00,34 ST-PENN STA,48076,3/27/17,20:00:00
5/9/17 16:00,86 ST,48067,5/9/17,16:00:00
3/1/17 8:00,42 ST-PORT AUTH,48059,3/1/17,8:00:00
4/5/17 8:00,23 ST,48043.25,4/5/17,8:00:00
4/15/17 16:00,34 ST-HERALD SQ,48032.75,4/15/17,16:00:00
5/8/17 20:00,GRD CNTRL-42 ST,48010.1929,5/8/17,20:00:00
4/22/17 16:00,34 ST-HERALD SQ,47952.41162,4/22/17,16:00:00
5/3/17 20:00,34 ST-PENN STA,47942.6875,5/3/17,20:00:00
5/19/17 20:00,GRD CNTRL-42 ST,47942.15719,5/19/17,20:00:00
4/20/17 16:00,86 ST,47935.5,4/20/17,16:00:00
4/13/17 12:00,23 ST,47906.125,4/13/17,12:00:00
3/9/17 16:00,59 ST,47899,3/9/17,16:00:00
4/10/17 12:00,14 ST-UNION SQ,47884,4/10/17,12:00:00
5/20/17 12:00,34 ST-PENN STA,47874.75,5/20/17,12:00:00
5/25/17 16:00,86 ST,47803.75,5/25/17,16:00:00
4/19/17 16:00,42 ST-PORT AUTH,47793.20952,4/19/17,16:00:00
3/8/17 16:00,59 ST COLUMBUS,47771,3/8/17,16:00:00
3/16/17 16:00,42 ST-PORT AUTH,47754.15,3/16/17,16:00:00
4/7/17 12:00,14 ST-UNION SQ,47740.8,4/7/17,12:00:00
3/7/17 16:00,42 ST-PORT AUTH,47698.5,3/7/17,16:00:00
5/5/17 20:00,34 ST-PENN STA,47648,5/5/17,20:00:00
4/4/17 16:00,86 ST,47634,4/4/17,16:00:00
4/21/17 16:00,86 ST,47632.75,4/21/17,16:00:00
4/17/17 8:00,34 ST-HERALD SQ,47584.75,4/17/17,8:00:00
4/1/17 16:00,34 ST-PENN STA,47584,4/1/17,16:00:00
5/15/17 12:00,34 ST-HERALD SQ,47574.95833,5/15/17,12:00:00
3/2/17 16:00,59 ST COLUMBUS,47557,3/2/17,16:00:00
5/8/17 16:00,86 ST,47506.45833,5/8/17,16:00:00
4/19/17 8:00,23 ST,47500.25,4/19/17,8:00:00
5/5/17 12:00,23 ST,47467.5,5/5/17,12:00:00
5/4/17 16:00,42 ST-PORT AUTH,47450.80862,5/4/17,16:00:00
5/9/17 8:00,34 ST-HERALD SQ,47448.5,5/9/17,8:00:00
5/12/17 16:00,42 ST-PORT AUTH,47428.45,5/12/17,16:00:00
4/4/17 8:00,FULTON ST,47427.25,4/4/17,8:00:00
4/8/17 16:00,14 ST-UNION SQ,47406.3,4/8/17,16:00:00
3/8/17 20:00,34 ST-PENN STA,47394.5,3/8/17,20:00:00
4/14/17 12:00,14 ST-UNION SQ,47377.5,4/14/17,12:00:00
4/27/17 8:00,23 ST,47336.25,4/27/17,8:00:00
5/26/17 16:00,FULTON ST,47333.25,5/26/17,16:00:00
5/22/17 16:00,86 ST,47320.75,5/22/17,16:00:00
4/5/17 12:00,14 ST-UNION SQ,47262.5,4/5/17,12:00:00
4/26/17 8:00,23 ST,47251,4/26/17,8:00:00
5/10/17 16:00,42 ST-PORT AUTH,47244.25,5/10/17,16:00:00
5/12/17 20:00,GRD CNTRL-42 ST,47240.0929,5/12/17,20:00:00
3/30/17 16:00,42 ST-PORT AUTH,47194.5,3/30/17,16:00:00
3/8/17 12:00,14 ST-UNION SQ,47171.75,3/8/17,12:00:00
5/17/17 16:00,42 ST-PORT AUTH,47156.45,5/17/17,16:00:00
5/19/17 12:00,14 ST-UNION SQ,47137,5/19/17,12:00:00
4/28/17 20:00,GRD CNTRL-42 ST,47119.8,4/28/17,20:00:00
3/11/16 16:00,34 ST-PENN STA,106873,3/11/16,16:00:00
3/3/16 16:00,34 ST-PENN STA,106146,3/3/16,16:00:00
3/8/16 16:00,34 ST-PENN STA,104509.5,3/8/16,16:00:00
3/1/16 16:00,34 ST-PENN STA,104274,3/1/16,16:00:00
3/4/16 16:00,34 ST-PENN STA,104050,3/4/16,16:00:00
3/10/16 16:00,34 ST-PENN STA,103966,3/10/16,16:00:00
3/9/16 16:00,34 ST-PENN STA,103059.5,3/9/16,16:00:00
3/2/16 16:00,34 ST-PENN STA,101824,3/2/16,16:00:00
5/13/16 16:00,34 ST-PENN STA,101509.75,5/13/16,16:00:00
5/18/16 16:00,34 ST-PENN STA,100640.5,5/18/16,16:00:00
3/24/16 16:00,34 ST-PENN STA,100203.375,3/24/16,16:00:00
3/3/16 16:00,GRD CNTRL-42 ST,99806.75,3/3/16,16:00:00
4/1/16 16:00,34 ST-PENN STA,98807.375,4/1/16,16:00:00
3/18/16 16:00,34 ST-PENN STA,98737.25,3/18/16,16:00:00
5/6/16 16:00,34 ST-PENN STA,98308.02778,5/6/16,16:00:00
3/7/16 16:00,34 ST-PENN STA,98251,3/7/16,16:00:00
5/19/16 16:00,34 ST-PENN STA,98069,5/19/16,16:00:00
5/17/16 16:00,34 ST-PENN STA,97941.5,5/17/16,16:00:00
3/30/16 16:00,34 ST-PENN STA,97929.75,3/30/16,16:00:00
5/20/16 16:00,34 ST-PENN STA,97892.25,5/20/16,16:00:00
4/6/16 16:00,34 ST-PENN STA,97727,4/6/16,16:00:00
4/8/16 16:00,34 ST-PENN STA,97595.525,4/8/16,16:00:00
3/2/16 16:00,GRD CNTRL-42 ST,97586.25,3/2/16,16:00:00
3/17/16 16:00,34 ST-PENN STA,97296.5,3/17/16,16:00:00
5/26/16 16:00,34 ST-PENN STA,97164.25,5/26/16,16:00:00
5/5/16 16:00,34 ST-PENN STA,97074.20833,5/5/16,16:00:00
4/21/16 16:00,34 ST-PENN STA,97017.75,4/21/16,16:00:00
3/10/16 16:00,GRD CNTRL-42 ST,96882.25,3/10/16,16:00:00
3/1/16 16:00,GRD CNTRL-42 ST,96711.25,3/1/16,16:00:00
5/4/16 16:00,34 ST-PENN STA,96532.75,5/4/16,16:00:00
3/8/16 16:00,GRD CNTRL-42 ST,96350,3/8/16,16:00:00
4/15/16 16:00,34 ST-PENN STA,96190.25,4/15/16,16:00:00
4/5/16 16:00,34 ST-PENN STA,96126.25,4/5/16,16:00:00
5/25/16 16:00,34 ST-PENN STA,96066,5/25/16,16:00:00
3/31/16 16:00,34 ST-PENN STA,96030.75,3/31/16,16:00:00
3/23/16 16:00,34 ST-PENN STA,95860.75,3/23/16,16:00:00
3/11/16 16:00,GRD CNTRL-42 ST,95678.5,3/11/16,16:00:00
3/16/16 16:00,34 ST-PENN STA,95579,3/16/16,16:00:00
3/29/16 16:00,34 ST-PENN STA,95498.5,3/29/16,16:00:00
3/9/16 16:00,GRD CNTRL-42 ST,95312.25,3/9/16,16:00:00
4/4/16 16:00,34 ST-PENN STA,95036.25,4/4/16,16:00:00
3/4/16 16:00,GRD CNTRL-42 ST,94870.75,3/4/16,16:00:00
4/22/16 16:00,34 ST-PENN STA,94849.25,4/22/16,16:00:00
4/13/16 16:00,34 ST-PENN STA,94630.75,4/13/16,16:00:00
5/12/16 16:00,34 ST-PENN STA,94590,5/12/16,16:00:00
5/24/16 16:00,34 ST-PENN STA,94532.75,5/24/16,16:00:00
4/14/16 16:00,34 ST-PENN STA,94018.25,4/14/16,16:00:00
3/21/16 16:00,34 ST-PENN STA,93631,3/21/16,16:00:00
5/16/16 16:00,34 ST-PENN STA,93630.25,5/16/16,16:00:00
4/28/16 16:00,34 ST-PENN STA,93598.75,4/28/16,16:00:00
3/7/16 16:00,GRD CNTRL-42 ST,93491.66667,3/7/16,16:00:00
3/22/16 16:00,34 ST-PENN STA,93369.75,3/22/16,16:00:00
3/3/16 8:00,34 ST-PENN STA,93313,3/3/16,8:00:00
3/15/16 16:00,34 ST-PENN STA,93312.4,3/15/16,16:00:00
5/10/16 16:00,34 ST-PENN STA,93305,5/10/16,16:00:00
5/23/16 16:00,34 ST-PENN STA,93294.75,5/23/16,16:00:00
4/20/16 16:00,34 ST-PENN STA,93224.25,4/20/16,16:00:00
5/3/16 16:00,34 ST-PENN STA,92893.48148,5/3/16,16:00:00
5/2/16 16:00,34 ST-PENN STA,92756,5/2/16,16:00:00
4/29/16 16:00,34 ST-PENN STA,92726.75,4/29/16,16:00:00
5/11/16 16:00,34 ST-PENN STA,92662,5/11/16,16:00:00
3/9/16 8:00,34 ST-PENN STA,92479.5,3/9/16,8:00:00
4/19/16 16:00,34 ST-PENN STA,92472.75,4/19/16,16:00:00
3/7/16 8:00,34 ST-PENN STA,92418,3/7/16,8:00:00
4/27/16 16:00,34 ST-PENN STA,92138.75,4/27/16,16:00:00
5/31/16 16:00,34 ST-PENN STA,91854.25,5/31/16,16:00:00
4/12/16 16:00,34 ST-PENN STA,91788.25,4/12/16,16:00:00
4/26/16 16:00,34 ST-PENN STA,91739.5,4/26/16,16:00:00
3/14/16 16:00,34 ST-PENN STA,91452,3/14/16,16:00:00
3/28/16 16:00,34 ST-PENN STA,91324.1,3/28/16,16:00:00
4/11/16 16:00,34 ST-PENN STA,91144.25,4/11/16,16:00:00
3/8/16 8:00,34 ST-PENN STA,91078,3/8/16,8:00:00
5/9/16 16:00,34 ST-PENN STA,90733,5/9/16,16:00:00
3/1/16 8:00,34 ST-PENN STA,90542.41667,3/1/16,8:00:00
3/2/16 8:00,34 ST-PENN STA,90473,3/2/16,8:00:00
4/18/16 16:00,34 ST-PENN STA,90096.25,4/18/16,16:00:00
5/17/16 16:00,GRD CNTRL-42 ST,89991.5,5/17/16,16:00:00
5/4/16 8:00,34 ST-PENN STA,89974.60833,5/4/16,8:00:00
3/10/16 8:00,34 ST-PENN STA,89573.91667,3/10/16,8:00:00
4/7/16 16:00,34 ST-PENN STA,89415.66667,4/7/16,16:00:00
3/4/16 8:00,34 ST-PENN STA,89130,3/4/16,8:00:00
4/4/16 16:00,GRD CNTRL-42 ST,88523.28544,4/4/16,16:00:00
5/4/16 16:00,GRD CNTRL-42 ST,88247.75,5/4/16,16:00:00
3/17/16 16:00,GRD CNTRL-42 ST,88132.25,3/17/16,16:00:00
4/6/16 16:00,GRD CNTRL-42 ST,87959.56189,4/6/16,16:00:00
4/5/16 16:00,GRD CNTRL-42 ST,87890.67366,4/5/16,16:00:00
4/25/16 16:00,34 ST-PENN STA,87142.75,4/25/16,16:00:00
3/11/16 16:00,34 ST-HERALD SQ,87142,3/11/16,16:00:00
5/27/16 16:00,34 ST-PENN STA,86541,5/27/16,16:00:00
4/7/16 16:00,GRD CNTRL-42 ST,86538.95011,4/7/16,16:00:00
4/13/16 16:00,GRD CNTRL-42 ST,86272.02947,4/13/16,16:00:00
3/24/16 16:00,GRD CNTRL-42 ST,85953.25,3/24/16,16:00:00
3/14/16 16:00,GRD CNTRL-42 ST,85915.5,3/14/16,16:00:00
3/3/16 8:00,GRD CNTRL-42 ST,85909,3/3/16,8:00:00
4/8/16 16:00,GRD CNTRL-42 ST,85838.08834,4/8/16,16:00:00
4/5/16 8:00,34 ST-PENN STA,85618,4/5/16,8:00:00
5/5/16 8:00,34 ST-PENN STA,85571.375,5/5/16,8:00:00
