DATE_TIME,STATION,TOTAL_TRAFFIC,date,time
3/15/17 12:00,GRD CNTRL-42 ST,64893.88218,3/15/17,12:00:00
5/12/17 8:00,GRD CNTRL-42 ST,64828.9429,5/12/17,8:00:00
5/23/17 12:00,GRD CNTRL-42 ST,64824.58996,5/23/17,12:00:00
5/19/17 12:00,GRD CNTRL-42 ST,64778.40719,5/19/17,12:00:00
5/17/17 12:00,GRD CNTRL-42 ST,64692.1929,5/17/17,12:00:00
4/28/17 12:00,34 ST-PENN STA,64602.98214,4/28/17,12:00:00
4/13/17 12:00,34 ST-PENN STA,64536,4/13/17,12:00:00
3/8/17 16:00,14 ST-UNION SQ,64520.75,3/8/17,16:00:00
3/1/17 8:00,34 ST-HERALD SQ,64509,3/1/17,8:00:00
3/27/17 16:00,23 ST,64368.80212,3/27/17,16:00:00
3/28/17 12:00,GRD CNTRL-42 ST,64302,3/28/17,12:00:00
5/12/17 12:00,34 ST-PENN STA,64281.2625,5/12/17,12:00:00
5/5/17 12:00,34 ST-PENN STA,64259.25,5/5/17,12:00:00
4/13/17 8:00,GRD CNTRL-42 ST,64229.30357,4/13/17,8:00:00
5/24/17 12:00,34 ST-PENN STA,64167,5/24/17,12:00:00
4/18/17 8:00,GRD CNTRL-42 ST,64126.33333,4/18/17,8:00:00
3/3/17 16:00,TIMES SQ-42 ST,64119.2,3/3/17,16:00:00
3/6/17 8:00,34 ST-HERALD SQ,64098,3/6/17,8:00:00
4/7/17 8:00,GRD CNTRL-42 ST,64055.67857,4/7/17,8:00:00
5/11/17 8:00,GRD CNTRL-42 ST,64016.6929,5/11/17,8:00:00
4/14/17 16:00,GRD CNTRL-42 ST,64014.05357,4/14/17,16:00:00
4/27/17 12:00,GRD CNTRL-42 ST,63949.85,4/27/17,12:00:00
5/5/17 8:00,GRD CNTRL-42 ST,63885.05,5/5/17,8:00:00
5/24/17 16:00,TIMES SQ-42 ST,63843.5,5/24/17,16:00:00
3/9/17 8:00,34 ST-HERALD SQ,63776,3/9/17,8:00:00
3/3/17 16:00,14 ST-UNION SQ,63719.75,3/3/17,16:00:00
4/19/17 12:00,GRD CNTRL-42 ST,63703.25,4/19/17,12:00:00
5/22/17 12:00,34 ST-PENN STA,63685.75,5/22/17,12:00:00
3/30/17 12:00,GRD CNTRL-42 ST,63669.05357,3/30/17,12:00:00
3/1/17 16:00,TIMES SQ-42 ST,63668,3/1/17,16:00:00
4/25/17 12:00,GRD CNTRL-42 ST,63607.4,4/25/17,12:00:00
4/14/17 12:00,34 ST-PENN STA,63553.5,4/14/17,12:00:00
4/4/17 12:00,GRD CNTRL-42 ST,63516.30357,4/4/17,12:00:00
3/17/17 16:00,TIMES SQ-42 ST,63498.75,3/17/17,16:00:00
5/10/17 12:00,GRD CNTRL-42 ST,63479.4429,5/10/17,12:00:00
5/24/17 12:00,GRD CNTRL-42 ST,63473.30425,5/24/17,12:00:00
4/20/17 12:00,GRD CNTRL-42 ST,63394.95,4/20/17,12:00:00
5/23/17 12:00,34 ST-PENN STA,63385,5/23/17,12:00:00
4/7/17 12:00,34 ST-PENN STA,63288,4/7/17,12:00:00
5/15/17 12:00,34 ST-PENN STA,63219.98797,5/15/17,12:00:00
4/10/17 12:00,GRD CNTRL-42 ST,63186.05357,4/10/17,12:00:00
4/26/17 12:00,GRD CNTRL-42 ST,63069.65,4/26/17,12:00:00
4/19/17 16:00,TIMES SQ-42 ST,62975.5,4/19/17,16:00:00
5/30/17 12:00,GRD CNTRL-42 ST,62974,5/30/17,12:00:00
4/17/17 8:00,GRD CNTRL-42 ST,62948.55357,4/17/17,8:00:00
5/4/17 12:00,34 ST-PENN STA,62925.25,5/4/17,12:00:00
3/30/17 12:00,34 ST-PENN STA,62925,3/30/17,12:00:00
4/5/17 12:00,GRD CNTRL-42 ST,62922.55357,4/5/17,12:00:00
3/7/17 16:00,TIMES SQ-42 ST,62885,3/7/17,16:00:00
4/18/17 16:00,23 ST,62877.5,4/18/17,16:00:00
4/12/17 16:00,TIMES SQ-42 ST,62785.5,4/12/17,16:00:00
5/26/17 8:00,34 ST-PENN STA,62756.75,5/26/17,8:00:00
3/9/17 16:00,14 ST-UNION SQ,62717,3/9/17,16:00:00
5/17/17 16:00,TIMES SQ-42 ST,62696,5/17/17,16:00:00
3/10/17 16:00,TIMES SQ-42 ST,62673,3/10/17,16:00:00
3/2/17 8:00,34 ST-HERALD SQ,62611,3/2/17,8:00:00
5/3/17 12:00,GRD CNTRL-42 ST,62537.82927,5/3/17,12:00:00
4/28/17 12:00,GRD CNTRL-42 ST,62504.85,4/28/17,12:00:00
4/24/17 8:00,GRD CNTRL-42 ST,62486.1,4/24/17,8:00:00
5/30/17 12:00,34 ST-PENN STA,62480.5,5/30/17,12:00:00
5/19/17 8:00,GRD CNTRL-42 ST,62435.80005,5/19/17,8:00:00
4/5/17 16:00,TIMES SQ-42 ST,62385,4/5/17,16:00:00
5/1/17 8:00,GRD CNTRL-42 ST,62367.55,5/1/17,8:00:00
3/17/17 20:00,34 ST-PENN STA,62361.35677,3/17/17,20:00:00
5/15/17 8:00,GRD CNTRL-42 ST,62314.4429,5/15/17,8:00:00
3/29/17 12:00,34 ST-PENN STA,62296.75,3/29/17,12:00:00
5/11/17 12:00,34 ST-PENN STA,62258.25,5/11/17,12:00:00
5/31/17 12:00,GRD CNTRL-42 ST,62137,5/31/17,12:00:00
5/16/17 12:00,GRD CNTRL-42 ST,62115.4429,5/16/17,12:00:00
5/11/17 12:00,GRD CNTRL-42 ST,62108.5679,5/11/17,12:00:00
4/12/17 12:00,GRD CNTRL-42 ST,62078.80357,4/12/17,12:00:00
5/30/17 16:00,23 ST,62071.375,5/30/17,16:00:00
4/21/17 16:00,TIMES SQ-42 ST,62016.5,4/21/17,16:00:00
4/11/17 12:00,GRD CNTRL-42 ST,61983.30357,4/11/17,12:00:00
3/2/17 16:00,14 ST-UNION SQ,61977.25,3/2/17,16:00:00
3/29/17 12:00,GRD CNTRL-42 ST,61951.75,3/29/17,12:00:00
5/31/17 16:00,23 ST,61904.25,5/31/17,16:00:00
4/10/17 12:00,34 ST-PENN STA,61873.75,4/10/17,12:00:00
3/16/17 16:00,TIMES SQ-42 ST,61812.5,3/16/17,16:00:00
5/9/17 12:00,34 ST-PENN STA,61728.58333,5/9/17,12:00:00
5/9/17 12:00,GRD CNTRL-42 ST,61720.8179,5/9/17,12:00:00
4/11/17 12:00,34 ST-PENN STA,61718.5,4/11/17,12:00:00
5/10/17 16:00,TIMES SQ-42 ST,61713.25,5/10/17,16:00:00
3/6/17 16:00,TIMES SQ-42 ST,61707,3/6/17,16:00:00
3/17/17 16:00,14 ST-UNION SQ,61621.5,3/17/17,16:00:00
4/27/17 16:00,TIMES SQ-42 ST,61609,4/27/17,16:00:00
4/11/17 16:00,23 ST,61570.25,4/11/17,16:00:00
3/7/17 16:00,14 ST-UNION SQ,61565,3/7/17,16:00:00
3/28/17 12:00,34 ST-PENN STA,61484,3/28/17,12:00:00
5/10/17 12:00,34 ST-PENN STA,61413.8,5/10/17,12:00:00
3/13/17 12:00,34 ST-PENN STA,61374.5,3/13/17,12:00:00
5/3/17 16:00,TIMES SQ-42 ST,61256.25,5/3/17,16:00:00
4/27/17 12:00,34 ST-PENN STA,61242.75,4/27/17,12:00:00
3/29/17 16:00,TIMES SQ-42 ST,61200,3/29/17,16:00:00
4/12/17 16:00,23 ST,61191,4/12/17,16:00:00
3/3/17 8:00,34 ST-HERALD SQ,61057,3/3/17,8:00:00
5/26/17 12:00,34 ST-HERALD SQ,61050.75,5/26/17,12:00:00
4/11/17 16:00,TIMES SQ-42 ST,61034.5,4/11/17,16:00:00
4/12/17 12:00,34 ST-PENN STA,60987,4/12/17,12:00:00
5/11/17 16:00,TIMES SQ-42 ST,60945,5/11/17,16:00:00
5/8/17 12:00,GRD CNTRL-42 ST,60906.1929,5/8/17,12:00:00
4/7/17 16:00,TIMES SQ-42 ST,60899.83333,4/7/17,16:00:00
5/16/17 16:00,TIMES SQ-42 ST,60831.5,5/16/17,16:00:00
5/23/17 16:00,TIMES SQ-42 ST,60783,5/23/17,16:00:00
3/10/17 8:00,34 ST-HERALD SQ,60709,3/10/17,8:00:00
4/20/17 16:00,TIMES SQ-42 ST,60689.75,4/20/17,16:00:00
4/18/17 12:00,34 ST-PENN STA,60607.46281,4/18/17,12:00:00
5/4/17 16:00,TIMES SQ-42 ST,60601.83333,5/4/17,16:00:00
3/17/17 20:00,GRD CNTRL-42 ST,60585.22793,3/17/17,20:00:00
3/30/17 16:00,TIMES SQ-42 ST,60562.25,3/30/17,16:00:00
5/3/17 12:00,34 ST-PENN STA,60395.55114,5/3/17,12:00:00
4/26/17 16:00,TIMES SQ-42 ST,60379.75,4/26/17,16:00:00
4/18/17 16:00,TIMES SQ-42 ST,60343,4/18/17,16:00:00
5/12/17 16:00,14 ST-UNION SQ,60319.25,5/12/17,16:00:00
4/14/17 12:00,GRD CNTRL-42 ST,60309.80357,4/14/17,12:00:00
5/2/17 12:00,GRD CNTRL-42 ST,60293.41667,5/2/17,12:00:00
4/25/17 12:00,34 ST-PENN STA,60222.25,4/25/17,12:00:00
3/16/17 20:00,34 ST-PENN STA,60194.82,3/16/17,20:00:00
5/19/17 16:00,TIMES SQ-42 ST,60119.75,5/19/17,16:00:00
5/5/17 16:00,23 ST,60022.75,5/5/17,16:00:00
3/1/17 16:00,14 ST-UNION SQ,59977.75,3/1/17,16:00:00
4/28/17 16:00,TIMES SQ-42 ST,59939.25,4/28/17,16:00:00
4/20/17 12:00,34 ST-PENN STA,59914.18173,4/20/17,12:00:00
3/27/17 12:00,GRD CNTRL-42 ST,59895.75,3/27/17,12:00:00
4/26/17 12:00,34 ST-PENN STA,59887.75,4/26/17,12:00:00
4/28/17 16:00,14 ST-UNION SQ,59862,4/28/17,16:00:00
5/31/17 16:00,TIMES SQ-42 ST,59792,5/31/17,16:00:00
5/2/17 12:00,34 ST-PENN STA,59734.14205,5/2/17,12:00:00
3/10/17 16:00,14 ST-UNION SQ,59710.5,3/10/17,16:00:00
5/12/17 16:00,TIMES SQ-42 ST,59522,5/12/17,16:00:00
5/31/17 12:00,34 ST-PENN STA,59412.75,5/31/17,12:00:00
4/28/17 8:00,GRD CNTRL-42 ST,59155.4,4/28/17,8:00:00
5/17/17 16:00,14 ST-UNION SQ,59143.5,5/17/17,16:00:00
4/6/17 12:00,34 ST-PENN STA,59076.75,4/6/17,12:00:00
3/2/17 16:00,FULTON ST,59025.75,3/2/17,16:00:00
4/7/17 16:00,14 ST-UNION SQ,59010.8,4/7/17,16:00:00
5/9/17 16:00,TIMES SQ-42 ST,58887.5,5/9/17,16:00:00
4/17/17 12:00,34 ST-PENN STA,58863.90887,4/17/17,12:00:00
3/15/17 12:00,34 ST-PENN STA,58862.75,3/15/17,12:00:00
3/16/17 20:00,GRD CNTRL-42 ST,58858.21431,3/16/17,20:00:00
5/4/17 12:00,GRD CNTRL-42 ST,58838.04146,5/4/17,12:00:00
3/6/17 16:00,14 ST-UNION SQ,58719.375,3/6/17,16:00:00
4/18/17 12:00,GRD CNTRL-42 ST,58658,4/18/17,12:00:00
4/24/17 12:00,34 ST-PENN STA,58631.25,4/24/17,12:00:00
5/19/17 16:00,14 ST-UNION SQ,58590.5,5/19/17,16:00:00
4/21/17 16:00,14 ST-UNION SQ,58570,4/21/17,16:00:00
5/25/17 16:00,TIMES SQ-42 ST,58566.57143,5/25/17,16:00:00
3/16/17 16:00,14 ST-UNION SQ,58526.5,3/16/17,16:00:00
5/18/17 16:00,14 ST-UNION SQ,58471,5/18/17,16:00:00
5/16/17 16:00,14 ST-UNION SQ,58465.66667,5/16/17,16:00:00
4/25/17 16:00,TIMES SQ-42 ST,58418.25,4/25/17,16:00:00
5/1/17 12:00,34 ST-PENN STA,58380.70588,5/1/17,12:00:00
3/27/17 12:00,34 ST-PENN STA,58358.5,3/27/17,12:00:00
5/8/17 12:00,34 ST-PENN STA,58303.25,5/8/17,12:00:00
4/5/17 16:00,14 ST-UNION SQ,58229,4/5/17,16:00:00
4/13/17 16:00,14 ST-UNION SQ,58224.5,4/13/17,16:00:00
4/27/17 16:00,14 ST-UNION SQ,58223,4/27/17,16:00:00
4/10/17 16:00,23 ST,58194.25,4/10/17,16:00:00
5/10/17 16:00,14 ST-UNION SQ,58184,5/10/17,16:00:00
5/2/17 16:00,TIMES SQ-42 ST,58171.25,5/2/17,16:00:00
5/11/17 16:00,14 ST-UNION SQ,58081,5/11/17,16:00:00
5/24/17 16:00,14 ST-UNION SQ,58047.5,5/24/17,16:00:00
4/10/17 16:00,TIMES SQ-42 ST,58026.25,4/10/17,16:00:00
4/4/17 16:00,TIMES SQ-42 ST,58023.25,4/4/17,16:00:00
5/3/17 16:00,14 ST-UNION SQ,57999.5,5/3/17,16:00:00
5/4/17 16:00,14 ST-UNION SQ,57844.5,5/4/17,16:00:00
3/30/17 16:00,14 ST-UNION SQ,57768.08621,3/30/17,16:00:00
5/30/17 16:00,TIMES SQ-42 ST,57664.25,5/30/17,16:00:00
3/8/17 16:00,FULTON ST,57416.69172,3/8/17,16:00:00
5/1/17 12:00,GRD CNTRL-42 ST,57410.95,5/1/17,12:00:00
3/28/17 16:00,TIMES SQ-42 ST,57390.25,3/28/17,16:00:00
4/14/17 8:00,34 ST-PENN STA,57376.75,4/14/17,8:00:00
4/19/17 16:00,14 ST-UNION SQ,57315.5,4/19/17,16:00:00
5/15/17 12:00,GRD CNTRL-42 ST,57311.35957,5/15/17,12:00:00
4/17/17 16:00,23 ST,57297.5,4/17/17,16:00:00
4/24/17 12:00,GRD CNTRL-42 ST,57288.65,4/24/17,12:00:00
3/15/17 20:00,GRD CNTRL-42 ST,57253.88978,3/15/17,20:00:00
4/5/17 12:00,34 ST-PENN STA,57207.25,4/5/17,12:00:00
3/15/17 16:00,TIMES SQ-42 ST,57154.75,3/15/17,16:00:00
4/3/17 12:00,GRD CNTRL-42 ST,57061.3869,4/3/17,12:00:00
3/13/17 12:00,GRD CNTRL-42 ST,57032.87252,3/13/17,12:00:00
3/31/17 20:00,34 ST-PENN STA,56985.25,3/31/17,20:00:00
3/13/17 16:00,TIMES SQ-42 ST,56967,3/13/17,16:00:00
4/6/17 16:00,TIMES SQ-42 ST,56963.2,4/6/17,16:00:00
3/29/17 16:00,14 ST-UNION SQ,56954.1413,3/29/17,16:00:00
4/14/17 16:00,14 ST-UNION SQ,56943.5,4/14/17,16:00:00
5/4/17 16:00,FULTON ST,56862,5/4/17,16:00:00
5/26/17 8:00,GRD CNTRL-42 ST,56815.72624,5/26/17,8:00:00
3/9/17 16:00,FULTON ST,56755.2281,3/9/17,16:00:00
4/17/17 12:00,GRD CNTRL-42 ST,56722.80357,4/17/17,12:00:00
5/18/17 16:00,FULTON ST,56704.75,5/18/17,16:00:00
4/26/17 16:00,14 ST-UNION SQ,56702.75,4/26/17,16:00:00
5/15/17 16:00,TIMES SQ-42 ST,56660.25,5/15/17,16:00:00
4/20/17 16:00,14 ST-UNION SQ,56647,4/20/17,16:00:00
5/2/17 16:00,14 ST-UNION SQ,56641.5,5/2/17,16:00:00
3/7/17 8:00,23 ST,56613.38333,3/7/17,8:00:00
3/17/17 12:00,34 ST-HERALD SQ,56533.5,3/17/17,12:00:00
3/31/17 16:00,TIMES SQ-42 ST,56432,3/31/17,16:00:00
4/27/17 16:00,FULTON ST,56396.5,4/27/17,16:00:00
5/19/17 12:00,34 ST-HERALD SQ,56380.25,5/19/17,12:00:00
4/4/17 12:00,34 ST-PENN STA,56309.125,4/4/17,12:00:00
4/3/17 16:00,TIMES SQ-42 ST,56241.75,4/3/17,16:00:00
3/16/17 16:00,FULTON ST,56235.25,3/16/17,16:00:00
3/9/17 12:00,GRD CNTRL-42 ST,56096.4,3/9/17,12:00:00
3/30/17 16:00,FULTON ST,56077.25,3/30/17,16:00:00
5/23/17 16:00,14 ST-UNION SQ,56061,5/23/17,16:00:00
5/31/17 16:00,14 ST-UNION SQ,56011.5,5/31/17,16:00:00
4/12/17 16:00,14 ST-UNION SQ,55958.5,4/12/17,16:00:00
4/10/17 16:00,14 ST-UNION SQ,55928.8,4/10/17,16:00:00
4/18/17 16:00,14 ST-UNION SQ,55927,4/18/17,16:00:00
4/14/17 16:00,TIMES SQ-42 ST,55925.5,4/14/17,16:00:00
3/10/17 12:00,GRD CNTRL-42 ST,55920.7,3/10/17,12:00:00
4/13/17 12:00,34 ST-HERALD SQ,55915.75,4/13/17,12:00:00
3/2/17 8:00,23 ST,55908.75,3/2/17,8:00:00
4/14/17 12:00,34 ST-HERALD SQ,55893.5,4/14/17,12:00:00
3/1/17 8:00,23 ST,55886.25,3/1/17,8:00:00
4/24/17 16:00,TIMES SQ-42 ST,55882.25,4/24/17,16:00:00
5/8/17 16:00,TIMES SQ-42 ST,55773,5/8/17,16:00:00
5/1/17 16:00,14 ST-UNION SQ,55635,5/1/17,16:00:00
4/3/17 12:00,34 ST-PENN STA,55632.25,4/3/17,12:00:00
5/9/17 16:00,14 ST-UNION SQ,55594,5/9/17,16:00:00
4/25/17 16:00,FULTON ST,55587.5,4/25/17,16:00:00
3/8/17 12:00,GRD CNTRL-42 ST,55582.65,3/8/17,12:00:00
4/5/17 16:00,FULTON ST,55500.25,4/5/17,16:00:00
4/11/17 16:00,14 ST-UNION SQ,55494.5,4/11/17,16:00:00
4/17/17 16:00,TIMES SQ-42 ST,55472.5,4/17/17,16:00:00
3/13/17 16:00,14 ST-UNION SQ,55455,3/13/17,16:00:00
3/3/17 12:00,34 ST-PENN STA,55403.5,3/3/17,12:00:00
5/2/17 16:00,FULTON ST,55332,5/2/17,16:00:00
5/15/17 16:00,14 ST-UNION SQ,55330.5,5/15/17,16:00:00
3/3/17 12:00,GRD CNTRL-42 ST,55314.5,3/3/17,12:00:00
5/12/17 12:00,34 ST-HERALD SQ,55306.70455,5/12/17,12:00:00
5/16/17 16:00,FULTON ST,55289.16667,5/16/17,16:00:00
4/6/17 8:00,34 ST-HERALD SQ,55264.75,4/6/17,8:00:00
3/29/17 16:00,FULTON ST,55258.75,3/29/17,16:00:00
4/19/17 16:00,FULTON ST,55216,4/19/17,16:00:00
5/17/17 20:00,34 ST-PENN STA,55214.61168,5/17/17,20:00:00
5/11/17 16:00,FULTON ST,55192.5,5/11/17,16:00:00
5/23/17 16:00,FULTON ST,55190.75,5/23/17,16:00:00
4/25/17 20:00,GRD CNTRL-42 ST,55185.55,4/25/17,20:00:00
4/13/17 16:00,FULTON ST,55178.25,4/13/17,16:00:00
5/17/17 16:00,FULTON ST,55172.25,5/17/17,16:00:00
5/22/17 16:00,TIMES SQ-42 ST,55121.875,5/22/17,16:00:00
5/3/17 16:00,FULTON ST,55048.25,5/3/17,16:00:00
5/24/17 16:00,FULTON ST,54984.25,5/24/17,16:00:00
3/8/17 8:00,23 ST,54969.38333,3/8/17,8:00:00
3/6/17 16:00,FULTON ST,54902.25,3/6/17,16:00:00
3/7/17 16:00,FULTON ST,54890,3/7/17,16:00:00
5/9/17 16:00,FULTON ST,54854.75,5/9/17,16:00:00
5/5/17 16:00,TIMES SQ-42 ST,54827.5,5/5/17,16:00:00
5/8/17 16:00,14 ST-UNION SQ,54804,5/8/17,16:00:00
4/24/17 16:00,14 ST-UNION SQ,54803.5,4/24/17,16:00:00
3/17/17 16:00,FULTON ST,54801.75,3/17/17,16:00:00
4/3/17 16:00,FULTON ST,54752.5,4/3/17,16:00:00
4/3/17 16:00,14 ST-UNION SQ,54716.5,4/3/17,16:00:00
5/18/17 12:00,23 ST,54642.25,5/18/17,12:00:00
5/26/17 16:00,14 ST-UNION SQ,54608.5,5/26/17,16:00:00
4/20/17 16:00,FULTON ST,54555,4/20/17,16:00:00
3/10/17 12:00,34 ST-PENN STA,54549.5,3/10/17,12:00:00
3/3/17 16:00,FULTON ST,54473.875,3/3/17,16:00:00
4/14/17 16:00,23 ST,54471.75,4/14/17,16:00:00
5/18/17 20:00,34 ST-PENN STA,54446.75,5/18/17,20:00:00
4/7/17 12:00,34 ST-HERALD SQ,54424.25,4/7/17,12:00:00
5/1/17 16:00,TIMES SQ-42 ST,54418.5,5/1/17,16:00:00
3/29/17 20:00,34 ST-PENN STA,54417.75,3/29/17,20:00:00
4/28/17 16:00,FULTON ST,54401.75,4/28/17,16:00:00
5/10/17 16:00,FULTON ST,54306.5,5/10/17,16:00:00
3/2/17 12:00,GRD CNTRL-42 ST,54275.2,3/2/17,12:00:00
3/3/17 16:00,86 ST,54230.5,3/3/17,16:00:00
3/28/17 16:00,FULTON ST,54221.83696,3/28/17,16:00:00
5/18/17 12:00,34 ST-HERALD SQ,54214,5/18/17,12:00:00
4/28/17 12:00,34 ST-HERALD SQ,54189.05,4/28/17,12:00:00
4/4/17 16:00,FULTON ST,54160.66667,4/4/17,16:00:00
5/25/17 16:00,14 ST-UNION SQ,54153.3,5/25/17,16:00:00
5/4/17 20:00,34 ST-PENN STA,54138.25,5/4/17,20:00:00
5/25/17 16:00,FULTON ST,54135,5/25/17,16:00:00
4/13/17 20:00,34 ST-PENN STA,54107.5,4/13/17,20:00:00
4/5/17 8:00,34 ST-HERALD SQ,54092.375,4/5/17,8:00:00
3/16/17 12:00,23 ST,54074.19231,3/16/17,12:00:00
4/21/17 16:00,FULTON ST,54059.75,4/21/17,16:00:00
4/6/17 16:00,FULTON ST,54046.875,4/6/17,16:00:00
3/16/17 8:00,34 ST-HERALD SQ,54035.5,3/16/17,8:00:00
4/26/17 16:00,FULTON ST,54025.25,4/26/17,16:00:00
3/9/17 12:00,34 ST-PENN STA,53998.5,3/9/17,12:00:00
4/4/17 16:00,14 ST-UNION SQ,53970,4/4/17,16:00:00
5/19/17 16:00,FULTON ST,53957.25,5/19/17,16:00:00
4/7/17 16:00,FULTON ST,53926.5,4/7/17,16:00:00
5/18/17 16:00,TIMES SQ-42 ST,53905.5,5/18/17,16:00:00
3/9/17 8:00,23 ST,53854.38333,3/9/17,8:00:00
3/30/17 8:00,34 ST-HERALD SQ,53848.75,3/30/17,8:00:00
3/13/17 16:00,FULTON ST,53846.75,3/13/17,16:00:00
5/30/17 16:00,14 ST-UNION SQ,53817.75,5/30/17,16:00:00
4/27/17 12:00,23 ST,53804.5,4/27/17,12:00:00
4/6/17 20:00,GRD CNTRL-42 ST,53767.55357,4/6/17,20:00:00
3/17/17 12:00,23 ST,53752.96837,3/17/17,12:00:00
5/3/17 20:00,GRD CNTRL-42 ST,53736,5/3/17,20:00:00
3/9/17 16:00,86 ST,53733.5,3/9/17,16:00:00
5/25/17 20:00,GRD CNTRL-42 ST,53714.7429,5/25/17,20:00:00
5/17/17 12:00,34 ST-HERALD SQ,53710.5,5/17/17,12:00:00
4/21/17 20:00,34 ST-PENN STA,53709.05,4/21/17,20:00:00
3/8/17 16:00,86 ST,53693,3/8/17,16:00:00
3/1/17 16:00,FULTON ST,53686.25,3/1/17,16:00:00
4/26/17 8:00,34 ST-HERALD SQ,53626.5,4/26/17,8:00:00
3/7/17 16:00,86 ST,53624.75,3/7/17,16:00:00
3/7/17 12:00,GRD CNTRL-42 ST,53613.15,3/7/17,12:00:00
3/29/17 8:00,34 ST-HERALD SQ,53581.5,3/29/17,8:00:00
4/24/17 16:00,FULTON ST,53557.75,4/24/17,16:00:00
5/26/17 16:00,23 ST,53539.375,5/26/17,16:00:00
3/28/17 20:00,GRD CNTRL-42 ST,53515.25,3/28/17,20:00:00
5/8/17 16:00,FULTON ST,53494.5,5/8/17,16:00:00
3/27/17 16:00,TIMES SQ-42 ST,53492,3/27/17,16:00:00
4/19/17 20:00,GRD CNTRL-42 ST,53466.5,4/19/17,20:00:00
3/17/17 16:00,42 ST-PORT AUTH,53422.96977,3/17/17,16:00:00
3/2/17 16:00,86 ST,53359,3/2/17,16:00:00
3/13/17 20:00,34 ST-PENN STA,53339.5,3/13/17,20:00:00
3/31/17 12:00,34 ST-HERALD SQ,53324.375,3/31/17,12:00:00
4/27/17 8:00,34 ST-HERALD SQ,53275.5,4/27/17,8:00:00
4/25/17 16:00,14 ST-UNION SQ,53274.5,4/25/17,16:00:00
4/11/17 12:00,34 ST-HERALD SQ,53220.25,4/11/17,12:00:00
5/16/17 20:00,34 ST-PENN STA,53197.41581,5/16/17,20:00:00
3/30/17 12:00,34 ST-HERALD SQ,53192.5,3/30/17,12:00:00
5/1/17 16:00,FULTON ST,53167.5,5/1/17,16:00:00
5/15/17 16:00,FULTON ST,53154.25,5/15/17,16:00:00
5/25/17 8:00,34 ST-HERALD SQ,53146,5/25/17,8:00:00
5/17/17 12:00,23 ST,53105.75,5/17/17,12:00:00
3/28/17 16:00,14 ST-UNION SQ,53100,3/28/17,16:00:00
3/6/17 8:00,23 ST,53084.75,3/6/17,8:00:00
4/11/17 16:00,FULTON ST,53063,4/11/17,16:00:00
5/25/17 12:00,34 ST-HERALD SQ,53013,5/25/17,12:00:00
5/11/17 20:00,GRD CNTRL-42 ST,52989.4429,5/11/17,20:00:00
4/10/17 16:00,FULTON ST,52986.25,4/10/17,16:00:00
5/3/17 8:00,34 ST-HERALD SQ,52983.25,5/3/17,8:00:00
5/12/17 16:00,FULTON ST,52980.5,5/12/17,16:00:00
3/31/17 16:00,14 ST-UNION SQ,52970,3/31/17,16:00:00
5/5/17 16:00,FULTON ST,52939.9,5/5/17,16:00:00
5/18/17 20:00,GRD CNTRL-42 ST,52928.1929,5/18/17,20:00:00
5/4/17 20:00,GRD CNTRL-42 ST,52907,5/4/17,20:00:00
4/20/17 20:00,34 ST-PENN STA,52900.48494,4/20/17,20:00:00
4/18/17 16:00,FULTON ST,52899.5,4/18/17,16:00:00
3/31/17 16:00,FULTON ST,52870.96429,3/31/17,16:00:00
4/19/17 12:00,23 ST,52859,4/19/17,12:00:00
3/17/17 16:00,86 ST,52857,3/17/17,16:00:00
3/30/17 20:00,GRD CNTRL-42 ST,52846.80357,3/30/17,20:00:00
5/30/17 16:00,FULTON ST,52821.25,5/30/17,16:00:00
5/31/17 16:00,FULTON ST,52756.25,5/31/17,16:00:00
4/5/17 12:00,23 ST,52753.5,4/5/17,12:00:00
3/30/17 20:00,34 ST-PENN STA,52750.5,3/30/17,20:00:00
4/12/17 12:00,34 ST-HERALD SQ,52710.5,4/12/17,12:00:00
3/1/17 16:00,86 ST,52683,3/1/17,16:00:00
3/15/17 16:00,14 ST-UNION SQ,52662,3/15/17,16:00:00
3/6/17 16:00,86 ST,52653.5,3/6/17,16:00:00
4/19/17 12:00,34 ST-HERALD SQ,52648,4/19/17,12:00:00
4/27/17 12:00,34 ST-HERALD SQ,52595.5,4/27/17,12:00:00
5/22/17 16:00,FULTON ST,52592.75,5/22/17,16:00:00
5/17/17 8:00,34 ST-HERALD SQ,52584.75,5/17/17,8:00:00
4/26/17 12:00,23 ST,52583.5,4/26/17,12:00:00
5/4/17 12:00,34 ST-HERALD SQ,52581.5,5/4/17,12:00:00
5/24/17 12:00,34 ST-HERALD SQ,52547.25,5/24/17,12:00:00
5/25/17 20:00,34 ST-PENN STA,52529.25,5/25/17,20:00:00
4/6/17 16:00,14 ST-UNION SQ,52525.5,4/6/17,16:00:00
3/9/17 20:00,34 ST-PENN STA,52515,3/9/17,20:00:00
3/1/17 12:00,GRD CNTRL-42 ST,52492.2,3/1/17,12:00:00
5/1/17 8:00,34 ST-HERALD SQ,52473,5/1/17,8:00:00
5/4/17 12:00,23 ST,52466.5,5/4/17,12:00:00
4/25/17 8:00,34 ST-HERALD SQ,52451.17308,4/25/17,8:00:00
5/2/17 8:00,34 ST-HERALD SQ,52442.25,5/2/17,8:00:00
4/18/17 20:00,34 ST-PENN STA,52431.18913,4/18/17,20:00:00
4/13/17 8:00,34 ST-HERALD SQ,52408.75,4/13/17,8:00:00
